150.0,150.0,150.0,150.0,150.0,5,0
150.0,150.0,150.0,150.0,150.0,3,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,133.23258634392803,150.0,150.0,0,0
150.0,117.67146896378529,98.42497488880383,116.34800976254914,150.0,4,0
150.0,150.0,105.27324424605577,72.7815590875572,73.43919342518421,5,0
150.0,150.0,150.0,150.0,97.77987127117156,2,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,134.8064811278369,150.0,150.0,0,0
150.0,82.44796619895428,94.40973960718595,150.0,150.0,0,0
59.85310823841948,47.08168739095984,53.79511452806155,100.52533336239,150.0,-2,1
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-4,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-5,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,142.3743253225932,118.46157297366996,139.44984278691365,150.0,4,0
150.0,150.0,131.8918951045186,91.94379318632748,93.40571611872234,1,0
150.0,150.0,135.27508656699968,76.70136797205028,68.99330327652184,4,0
150.0,150.0,150.0,137.76172747123232,88.47879808012856,0,0
150.0,150.0,150.0,118.69137369388805,102.70469161355021,3,0
150.0,150.0,150.0,150.0,116.31222204818944,5,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,2,0
141.8444468992666,150.0,150.0,150.0,150.0,2,0
125.91821677849245,131.61089060694042,150.0,150.0,150.0,1,0
106.06543943945933,98.47067914869397,130.6773374611431,150.0,150.0,1,0
79.6142416671579,65.41230173441271,75.77134294369613,146.07944252025894,150.0,1,1
41.80444138660333,30.03195833754067,30.887502572709074,46.89994746692613,150.0,0,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,133.23130587879223,139.19148029965268,3,0
150.0,150.0,150.0,150.0,117.9423263845322,1,0
150.0,150.0,150.0,150.0,124.27961117206851,0,0
150.0,150.0,150.0,150.0,125.31264041814272,0,0
150.0,150.0,150.0,150.0,126.39666262146199,0,0
150.0,150.0,150.0,150.0,127.48885635382791,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,129.95853582276882,150.0,150.0,0,0
150.0,108.05178581838543,89.50234998624249,104.73538373809163,150.0,0,0
124.83642556839716,58.79551525385365,48.845752346614105,57.014790766669016,111.95937766536971,0,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,4,0
127.9158424140889,150.0,150.0,112.84633492004617,150.0,1,0
113.92964695807667,138.90438115217924,150.0,150.0,96.96292007775685,-2,0
120.52900663156694,150.0,150.0,95.71750271983451,87.28170311314884,-1,0
143.46584017864876,150.0,150.0,67.87522326875688,50.42179634210939,4,0
109.20794430874166,116.82071577265694,150.0,150.0,104.77848828569387,4,0
